priorite;score;nom;siren;code_naf;ville;code_postal;departement;region;adresse;ca_eur;annee_comptes;resultat_net_eur;effectif_tranche;annee_effectif;annee_creation;anciennete_ans;dirigeant_principal;age_dirigeant_max;nb_etablissements_ouverts;categorie_insee;site_web_probable;email_contact;signaux_site;signaux_faible_digitalisation;offres_emploi_admin;linkedin;url_source_registre;url_source_api
B;4;PROLUM ILE DE FRANCE;509393559;46.47Z;CARRIERES-SUR-SEINE;78420;78;Île-de-France;4 RUE DES ENTREPRENEURS 78420 CARRIERES-SUR-SEINE;5232026;2018;13316;10 à 19;2023;2008;18;"Ludovic Chatenet (53 ans, Gérant); Sebastien Pige (57 ans, Gérant); Emmanuel Tatin (54 ans, Gérant)";57;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/509393559;https://recherche-entreprises.api.gouv.fr/search?q=509393559
B;4;PARDIS;349728030;46.18Z;SERRIS;77700;77;Île-de-France;BAT 3 2 AVENUE DU PRIEURE 77700 SERRIS;2950058;2025;131224;10 à 19;2023;1989;37;Jerôme Mehaut (43 ans, Directeur Général);43;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/349728030;https://recherche-entreprises.api.gouv.fr/search?q=349728030
B;4;ALCYON ELECTRONIQUE;785108325;46.52Z;BEYNES;78650;78;Île-de-France;CD 11 L ORME 78650 BEYNES;2670747;2017;150400;10 à 19;2023;1973;53;"Herve Guyot (50 ans, Président de SAS); Raphaelle Poulain Guyot (45 ans, Directeur Général)";50;3;PME;https://alcyonelectronique.fr/;info@alcyonelectronique.fr;"formulaire de contact; fax affiché; site récent (https+responsive)";"pas d'espace client détecté ; pas de devis/commande en ligne détecté ; fax encore affiché";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/785108325;https://recherche-entreprises.api.gouv.fr/search?q=785108325
B;4;CADVISION;444412738;46.51Z;VOISINS-LE-BRETONNEUX;78960;78;Île-de-France;11 RUE DES TILLEULS 78960 VOISINS-LE-BRETONNEUX;2535543;2024;-750626;10 à 19;2023;2002;24;Julien Luc Remi Markarian (54 ans, Président de SAS);54;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/444412738;https://recherche-entreprises.api.gouv.fr/search?q=444412738
B;4;EMBALL'EXPRESS;482695442;46.76Z;PARIS;75010;75;Île-de-France;24 RUE LUCIEN SAMPAIX 75010 PARIS;2302248;2018;51396;10 à 19;2023;2005;21;Stephane Haddad (48 ans, Président de SAS);48;2;PME;https://www.emballexpress.fr;"contact@emballexpress.fr; emballexpress@wanadoo.fr";"commande/devis en ligne; site récent (https+responsive)";pas d'espace client détecté;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/482695442;https://recherche-entreprises.api.gouv.fr/search?q=482695442
B;4;COOPAZUR PROVENCE;783059298;46.75Z;LA CRAU;83260;83;Provence-Alpes-Côte d'Azur;141 AVENUE DE TOULON 83260 LA CRAU;n/d;n/d;n/d;10 à 19;2023;1900;126;Jean-Louis Portal (58 ans, Président du conseil d’administration);58;3;PME;https://coopazur.fr;n/d;"formulaire de contact; site récent (https+responsive)";"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/783059298;https://recherche-entreprises.api.gouv.fr/search?q=783059298
C;3;3W COMPUTER (INFOMAX);797666666;46.51Z;PARIS;75012;75;Île-de-France;24 RUE MONTGALLET 75012 PARIS;3018077;2016;28387;10 à 19;2023;2013;13;Peihua Zhang (46 ans, Président de SAS);46;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/797666666;https://recherche-entreprises.api.gouv.fr/search?q=797666666
C;3;SOFA DEAL;789178126;46.47Z;ERAGNY;95610;95;Île-de-France;IMM SUNSET HALL PORT NUMERO 4 BUREAU 8 15 AVENUE FERNAND CHATELAIN 95610 ERAGNY;2386201;2019;77239;10 à 19;2023;2012;14;Nassime Douidi (38 ans, Gérant);38;4;PME;https://sofa-deal.com/;n/d;"commande/devis en ligne; formulaire de contact; site récent (https+responsive)";pas d'espace client détecté;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/789178126;https://recherche-entreprises.api.gouv.fr/search?q=789178126
C;3;POLOGNE FENETRES;752453571;46.73A;MONTSOULT;95560;95;Île-de-France;CENTRE COMMERCIAL LA CROIX RUE DES CLOTTINS 95560 MONTSOULT;1700667;2017;42835;10 à 19;2023;2012;14;"Marc Francois Antonini (38 ans, Gérant); Serge Marques (47 ans, Gérant)";47;3;PME;https://www.polognefenetres.com/;n/d;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/752453571;https://recherche-entreprises.api.gouv.fr/search?q=752453571
C;3;DEVITECH (DEVISTORE.FR);792989824;46.51Z;EPONE;78680;78;Île-de-France;22 ROND POINT DU LAC 78680 EPONE;1697358;2021;9008;10 à 19;2023;2013;13;Vincent Decobert (54 ans, Gérant);54;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/792989824;https://recherche-entreprises.api.gouv.fr/search?q=792989824
C;3;EUROPE HYDRO (EUROPE HYDRO);530954270;46.69B;LE BLANC-MESNIL;93150;93;Île-de-France;19 AVENUE ALBERT EINSTEIN 93150 LE BLANC-MESNIL;1166113;2022;-576718;10 à 19;2023;2011;15;"Hugues Robert Pierre Bonamy (54 ans, Directeur Général); Stephane Montanier (50 ans, Gérant)";54;2;PME;https://www.europehydro.fr;n/d;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/530954270;https://recherche-entreprises.api.gouv.fr/search?q=530954270
C;3;MADURA;722016813;46.49Z;PARIS;75008;75;Île-de-France;4 RUE TRONCHET 75008 PARIS;n/d;n/d;n/d;20 à 49;2023;1972;54;Vincent Rey (45 ans, Président de SAS);45;2;PME;https://www.madura.com/;n/d;"commande/devis en ligne; site récent (https+responsive)";pas d'espace client détecté;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/722016813;https://recherche-entreprises.api.gouv.fr/search?q=722016813
C;3;PINTA INDUSTRY SAS;399703404;46.69B;AUBERGENVILLE;78410;78;Île-de-France;RUE DES CHEVRIES 78410 AUBERGENVILLE;n/d;n/d;n/d;20 à 49;2023;1995;31;"Félix Illbruck (37 ans, Directeur Général); Julius Illbruck (34 ans, Président de SAS)";37;2;PME;https://www.pinta-industry.com;n/d;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/399703404;https://recherche-entreprises.api.gouv.fr/search?q=399703404
C;3;SAS ATHENOUX;305463267;46.73A;ARLES;13200;13;Provence-Alpes-Côte d'Azur;53 BOULEVARD EMILE COMBES 13200 ARLES;3754253;2025;-33913;10 à 19;2023;1976;50;Xavier Pierre Athenoux (54 ans, Président de SAS);54;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/305463267;https://recherche-entreprises.api.gouv.fr/search?q=305463267
C;2;SML FOOD PLASTIC (SML FOOD PLASTIC GROUP);410142285;46.69C;CHARENTON-LE-PONT;94220;94;Île-de-France;2 RUE DU NOUVEAU BERCY 94220 CHARENTON-LE-PONT;5968081;2024;345705;10 à 19;2023;1996;30;Shanon Lafond (31 ans, Président de SAS);31;2;PME;https://www.smlfoodplastic.fr;contact.smlfoodplastic@gmail.com;"commande/devis en ligne; formulaire de contact; site récent (https+responsive)";pas d'espace client détecté;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/410142285;https://recherche-entreprises.api.gouv.fr/search?q=410142285
C;2;LEGRAND CARE;572162667;46.52Z;BAGNOLET;93170;93;Île-de-France;59 AVENUE DE LA REPUBLIQUE 93170 BAGNOLET;5066345;2024;-937840;10 à 19;2023;1957;69;Aurelien Gaston Gabriel Poisson (43 ans, Autre);43;2;GE;https://www.legrand.com/fr;n/d;"formulaire de contact; site récent (https+responsive)";"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/572162667;https://recherche-entreprises.api.gouv.fr/search?q=572162667
C;2;ATTIAS GUEZ ET ASSOCIES (AGA DOM, AGA BUREAUX, AGA CONSEILS);449274489;46.76Z;PARIS;75015;75;Île-de-France;3 RUE DE PONDICHERY 75015 PARIS;n/d;n/d;n/d;10 à 19;2023;2003;23;Guillaume Lucien Henri Contet (48 ans, Président de SAS);48;2;ETI;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/449274489;https://recherche-entreprises.api.gouv.fr/search?q=449274489
C;2;STEINBERG INTERNATIONAL;500200225;46.76Z;PARIS;75009;75;Île-de-France;9 RUE BUFFAULT 75009 PARIS;n/d;n/d;n/d;20 à 49;2023;2007;19;David Sussman (46 ans, Gérant);46;4;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/500200225;https://recherche-entreprises.api.gouv.fr/search?q=500200225
C;2;TEXEN;323325126;46.69C;AIX-EN-PROVENCE;13100;13;Provence-Alpes-Côte d'Azur;POLE ACTIVITE AIX 110 RUE LOUIS ARMAND 13100 AIX-EN-PROVENCE;5835460;2025;4089;20 à 49;2023;1981;45;"Nicolas Bellino (50 ans, Gérant); Thomas Goeuriot (52 ans, Gérant)";52;2;PME;https://texen.eu/;n/d;"formulaire de contact; site récent (https+responsive)";"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/323325126;https://recherche-entreprises.api.gouv.fr/search?q=323325126
C;2;NOVALYO SUD;538485509;46.52Z;AIX-EN-PROVENCE;13100;13;Provence-Alpes-Côte d'Azur;80 AVENUE ARCHIMEDE 13100 AIX-EN-PROVENCE;4820156;2024;752414;10 à 19;2023;2011;15;Mohamed Kheloufi (45 ans, Gérant);45;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/538485509;https://recherche-entreprises.api.gouv.fr/search?q=538485509
C;2;APPLICATIONS PRODUITS ET MAINTENANCE VINICOLE (APMV);530551449;46.69B;LE CANNET-DES-MAURES;83340;83;Provence-Alpes-Côte d'Azur;ZA LE PORTARET 145 LE PORTARET 83340 LE CANNET-DES-MAURES;3313473;2025;53396;10 à 19;2023;2011;15;Pascal Aiello (46 ans, Président de SAS);46;2;PME;https://www.applications.fr;n/d;"commande/devis en ligne; formulaire de contact; site récent (https+responsive)";pas d'espace client détecté;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/530551449;https://recherche-entreprises.api.gouv.fr/search?q=530551449
C;2;GROUPE QUALIFEU (QUALIFEU);822559233;46.69B;MALLEMORT;13370;13;Provence-Alpes-Côte d'Azur;PONT ROYAL SUD 382 ROUTE DU GROS MOURRE 13370 MALLEMORT;1469279;2025;69542;10 à 19;2023;2016;10;"Samantha Sophie Stephanie Rohner (39 ans, Gérant); Yoann Rohner (44 ans, Gérant)";44;2;PME;https://www.qualifeu.fr/;n/d;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/822559233;https://recherche-entreprises.api.gouv.fr/search?q=822559233
C;1;SOCIETE DE QUINCAILLERIE MARTEL;701621583;46.74A;MARTIGUES;13500;13;Provence-Alpes-Côte d'Azur;ZI DE CARONTE 44 AVENUE JOSE NOBRE 13500 MARTIGUES;5999360;2025;112628;10 à 19;2023;1970;56;Alban Piccolomo (43 ans, Directeur Général);43;4;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/701621583;https://recherche-entreprises.api.gouv.fr/search?q=701621583
C;1;FOURNITURES INDUSTRIELLES INTERNATIONALES F2I;415056548;46.74A;ROGNAC;13340;13;Provence-Alpes-Côte d'Azur;234 RUE CLEMENT ADER 13340 ROGNAC;5828277;2024;186485;10 à 19;2023;1998;28;Sidney Jean-Eric Larisse (44 ans, Gérant);44;2;PME;https://www.fournituresindustrielles.com;n/d;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/415056548;https://recherche-entreprises.api.gouv.fr/search?q=415056548
C;1;P.I.B SOLUTIONS (P.I.B SOLUTIONS);529123374;46.90Z;MARSEILLE;13016;13;Provence-Alpes-Côte d'Azur;IMMEUBLE NEREIS Z.I SAUMATY SEON 4 RUE HENRI ET ANTOINE MAURRAS 13016 MARSEILLE;5377379;2024;346224;20 à 49;2023;2010;16;Franck Jourdheuil (45 ans, Président de SAS);45;4;PME;https://pibsolutions.com/;n/d;"portail/espace client; formulaire de contact; site récent (https+responsive)";pas de devis/commande en ligne détecté;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/529123374;https://recherche-entreprises.api.gouv.fr/search?q=529123374
C;1;L&W;518435276;46.18Z;MANDELIEU-LA-NAPOULE;06210;06;Provence-Alpes-Côte d'Azur;CARRAIRE ANTOINE LAURENT 245 ALLEE LOUIS BLERIOT 06210 MANDELIEU-LA-NAPOULE;n/d;n/d;n/d;20 à 49;2023;2009;17;"William Jean-Philippe Dechaud (40 ans, Gérant); Florent Thomas Leonardo (40 ans, Gérant)";40;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/518435276;https://recherche-entreprises.api.gouv.fr/search?q=518435276
