priorite;score;nom;siren;code_naf;ville;code_postal;departement;region;adresse;ca_eur;annee_comptes;resultat_net_eur;effectif_tranche;annee_effectif;annee_creation;anciennete_ans;dirigeant_principal;age_dirigeant_max;nb_etablissements_ouverts;categorie_insee;site_web_probable;email_contact;signaux_site;signaux_faible_digitalisation;offres_emploi_admin;linkedin;url_source_registre;url_source_api
A;6;APG AGENCE PROPRETE GENERALE (APG);398916999;81.21Z;CHEVREUSE;78460;78;Île-de-France;20 RUE DE RAMBOUILLET 78460 CHEVREUSE;n/d;n/d;n/d;10 à 19;2023;1994;32;Marie Philomene Domingos Tavares (75 ans, Gérant);75;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/398916999;https://recherche-entreprises.api.gouv.fr/search?q=398916999
A;6;JEAN VITALI (ENTRETIENS VITALI);330749888;81.22Z;MONTESSON;78360;78;Île-de-France;20 CHEMIN DES MURGERS 78360 MONTESSON;n/d;n/d;n/d;10 à 19;2023;1984;42;Jean Marc Vitali (69 ans, None);69;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/330749888;https://recherche-entreprises.api.gouv.fr/search?q=330749888
A;6;AB NETTOYAGE ET SERVICES;442933628;81.21Z;PARIS;75009;75;Île-de-France;CHEZ SOFRADOM 34 BOULEVARD DES ITALIENS 75009 PARIS;n/d;n/d;n/d;10 à 19;2023;2002;24;Abdelkrim Boumia (62 ans, Gérant);62;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/442933628;https://recherche-entreprises.api.gouv.fr/search?q=442933628
A;6;T.E.P.;423396886;81.21Z;ECOUEN;95440;95;Île-de-France;4 B CHEMIN DES PATISSIERS 95440 ECOUEN;n/d;n/d;n/d;10 à 19;2023;1999;27;"Eva Wudarski (75 ans, Gérant); Christophe Paul Wudarski (69 ans, Gérant)";75;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/423396886;https://recherche-entreprises.api.gouv.fr/search?q=423396886
A;6;MICHALOWSKI;504110529;81.21Z;PARIS;75002;75;Île-de-France;151 RUE MONTMARTRE 75002 PARIS;n/d;n/d;n/d;20 à 49;2023;2008;18;"Anna Renata Barnas (69 ans, Gérant); Maciej Michalowski (69 ans, Gérant)";69;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/504110529;https://recherche-entreprises.api.gouv.fr/search?q=504110529
A;6;C R B;401643176;81.21Z;SURESNES;92150;92;Île-de-France;14 RUE DU CLOS DES ERMITES 92150 SURESNES;n/d;n/d;n/d;10 à 19;2023;1995;31;Cyrille Francois Charles Rene Michel Requet (67 ans, Gérant);67;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/401643176;https://recherche-entreprises.api.gouv.fr/search?q=401643176
A;6;L'ILE BLEUE;384109740;81.21Z;SAINT-OUEN-SUR-SEINE;93400;93;Île-de-France;9 RUE DIEUMEGARD 93400 SAINT-OUEN-SUR-SEINE;n/d;n/d;n/d;10 à 19;2023;1992;34;"Corinne Drouillard (66 ans, Gérant); Desmazieres Nee Drouillard Corinne (66 ans, Gérant)";66;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/384109740;https://recherche-entreprises.api.gouv.fr/search?q=384109740
A;6;ADELINO ARAUJO LOPES (HAXO NETTOYAGE);417764180;81.21Z;NOISY-LE-SEC;93130;93;Île-de-France;21 RUE PARMENTIER 93130 NOISY-LE-SEC;n/d;n/d;n/d;10 à 19;2023;1998;28;Adelino Araujo Lopes (63 ans, None);63;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/417764180;https://recherche-entreprises.api.gouv.fr/search?q=417764180
A;6;QUALI NET SERVICES;537653933;81.21Z;NOISY-LE-GRAND;93160;93;Île-de-France;35 AVENUE DE L'ETOILE 93160 NOISY-LE-GRAND;n/d;n/d;n/d;20 à 49;2023;2011;15;Pascale Faure (63 ans, Gérant);63;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/537653933;https://recherche-entreprises.api.gouv.fr/search?q=537653933
A;6;HYES HYGIENE ENVIRONNEMENT SERVICES (HYES);535383244;81.22Z;VITROLLES;13127;13;Provence-Alpes-Côte d'Azur;35-37 RUE DE BERLIN 13127 VITROLLES;1898298;2023;29360;10 à 19;2023;2011;15;"Evrard Marie Jean Lionel De Ponnat (48 ans, Président de SAS); Jean Le Gouic (64 ans, Gérant)";64;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/535383244;https://recherche-entreprises.api.gouv.fr/search?q=535383244
B;5;IMPERIAL 2000;341528214;81.21Z;PARIS;75008;75;Île-de-France;CHEZ SIT 5 RUE DU CHEVALIER DE SAINT-GEORGE 75008 PARIS;1329706;2024;34429;20 à 49;2023;1987;39;Chedi Shalaby (43 ans, Gérant);43;1;ETI;https://namebrokers.com/imperial/;n/d;"formulaire de contact; site récent (https+responsive)";"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/341528214;https://recherche-entreprises.api.gouv.fr/search?q=341528214
B;5;LE NETTOYAGE IMPECCABLE (LNI);340018068;81.21Z;GONESSE;95500;95;Île-de-France;3 AVENUE PIERRE SALVI 95500 GONESSE;1289696;2024;-63936;20 à 49;2023;1986;40;Bruno De Sousa (41 ans, Gérant);41;1;PME;https://lenettoyage.fr/;info@lenettoyage.fr;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/340018068;https://recherche-entreprises.api.gouv.fr/search?q=340018068
B;5;SCOPNET;428814040;81.21Z;PARIS;75018;75;Île-de-France;26 RUE DAMREMONT 75018 PARIS;1169737;2025;16756;20 à 49;2023;2000;26;Gerard Nouchi (42 ans, Gérant);42;2;PME;https://www.scopnet.fr;n/d;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/428814040;https://recherche-entreprises.api.gouv.fr/search?q=428814040
B;5;NOVA HELIOS MULTISERVICES (NHM);534287750;81.21Z;FREPILLON;95740;95;Île-de-France;6-10-ZAC DES EPINEAUX BAT E4 6 AVENUE EUGENE FREYSSINET 95740 FREPILLON;n/d;n/d;n/d;10 à 19;2023;2011;15;Virgilio Maio (73 ans, Gérant);73;4;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/534287750;https://recherche-entreprises.api.gouv.fr/search?q=534287750
B;5;THP SERVICE;380236422;81.21Z;PARIS;75012;75;Île-de-France;266 AVENUE DAUMESNIL 75012 PARIS;n/d;n/d;n/d;10 à 19;2023;1990;36;Cyril Pipreau (56 ans, Gérant);56;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/380236422;https://recherche-entreprises.api.gouv.fr/search?q=380236422
B;5;CHELLES NETTOYAGE;438321184;81.21Z;CHELLES;77500;77;Île-de-France;BP 318 19 AVENUE DU MARECHAL FOCH 77500 CHELLES;n/d;n/d;n/d;10 à 19;2023;2001;25;Morad Baioui (55 ans, Gérant);55;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/438321184;https://recherche-entreprises.api.gouv.fr/search?q=438321184
B;5;MS PARIS NORD OUEST;822581336;81.21Z;PARIS;75018;75;Île-de-France;103 B RUE LAMARCK 75018 PARIS;n/d;n/d;n/d;20 à 49;2023;2016;10;"Marie Laure Cros (59 ans, Gérant); Anne-Laure Marie-Pierre Deniau (32 ans, Gérant)";59;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/822581336;https://recherche-entreprises.api.gouv.fr/search?q=822581336
B;5;SCALAIRE NETTOYAGE;422409896;81.22Z;PARIS;75017;75;Île-de-France;150 RUE LEGENDRE 75017 PARIS;n/d;n/d;n/d;10 à 19;2023;1999;27;"Joao Frutuoso (56 ans, Gérant); Joao Carlos Frutuoso (56 ans, Gérant)";56;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/422409896;https://recherche-entreprises.api.gouv.fr/search?q=422409896
B;5;TOUT NET;419983200;81.21Z;NANTERRE;92000;92;Île-de-France;57-63 57 RUE ERNEST RENAN 92000 NANTERRE;n/d;n/d;n/d;10 à 19;2023;1998;28;"Djamel Zaid (59 ans, None); Djamel Zaid (Gérant)";59;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/419983200;https://recherche-entreprises.api.gouv.fr/search?q=419983200
B;5;ADOMIC'AIDE SERVICE (ADOMIC'AIDE SERVICE);794691519;81.21Z;PARIS;75019;75;Île-de-France;73 BOULEVARD SERURIER 75019 PARIS;n/d;n/d;n/d;10 à 19;2023;2013;13;"Philippe Decaix (64 ans, Gérant); Cecile Honoré (46 ans, Gérant)";64;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/794691519;https://recherche-entreprises.api.gouv.fr/search?q=794691519
B;5;TRAVAUX DE NETTOYAGE TOULONNAIS;402906796;81.21Z;TOULON;83200;83;Provence-Alpes-Côte d'Azur;1 CHEMIN DE TOMBOUCTOU 83200 TOULON;901951;2025;2375;20 à 49;2023;1995;31;"Pascal Plouzennec (57 ans, Gérant); Pascal Guillaume Jean Marie Plouzennec (57 ans, Gérant)";57;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/402906796;https://recherche-entreprises.api.gouv.fr/search?q=402906796
B;4;IDEO GROUPE (AUTOLAVEUSE CITY);793286584;81.22Z;PARIS;75017;75;Île-de-France;6 RUE D'ARMAILLE 75017 PARIS;3401318;2024;366742;20 à 49;2023;2013;13;Kaled Bouzoumita (41 ans, Président de SAS);41;1;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/793286584;https://recherche-entreprises.api.gouv.fr/search?q=793286584
B;4;H Q AIR (H.Q.AIR);520120916;81.22Z;ENNERY;95300;95;Île-de-France;ACTI PARC LOT A 1 RUE HEINRICH HERTZ 95300 ENNERY;3265123;2023;217916;20 à 49;2023;2010;16;Christophe Ladislas Picard (53 ans, Gérant);53;1;PME;https://www.hqair.fr;n/d;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/520120916;https://recherche-entreprises.api.gouv.fr/search?q=520120916
B;4;SOC DE BALAYAGE ET D'ASPIRATION (SBA);390087757;81.29B;BRAY-SUR-SEINE;77480;77;Île-de-France;ZI ROUTE DE MONTIGNY 77480 BRAY-SUR-SEINE;3041812;2025;117117;10 à 19;2023;1993;33;Nicolas Leraille (54 ans, Président de SAS);54;4;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/390087757;https://recherche-entreprises.api.gouv.fr/search?q=390087757
B;4;FOX PROPRETE MULTISERVICES (LOGISTI-X);812256121;81.21Z;PARIS;75008;75;Île-de-France;10 RUE DE PENTHIEVRE 75008 PARIS;2720156;2020;76204;20 à 49;2023;2015;11;Mbasse Daieff (52 ans, Président de SAS);52;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/812256121;https://recherche-entreprises.api.gouv.fr/search?q=812256121
B;4;PROPRE NATURELLEMENT (PROPRE NATURELLEMENT);822718656;81.21Z;PARIS;75009;75;Île-de-France;17 RUE RODIER 75009 PARIS;1971266;2025;131899;20 à 49;2023;2016;10;Idir Ferchouli (45 ans, Gérant);45;1;PME;https://proprenaturellement.fr/;proprenat@gmail.com;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/822718656;https://recherche-entreprises.api.gouv.fr/search?q=822718656
B;4;AP NETTOYAGE;753889922;81.22Z;PARIS;75016;75;Île-de-France;111 AVENUE VICTOR HUGO 75016 PARIS;1581191;2025;1465;20 à 49;2023;2012;14;Paula Cristina Gouveia (51 ans, Gérant);51;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/753889922;https://recherche-entreprises.api.gouv.fr/search?q=753889922
B;4;CLEANEOL IFO;490685393;81.22Z;CARRIERES-SUR-SEINE;78420;78;Île-de-France;165 ROUTE DE BEZONS 78420 CARRIERES-SUR-SEINE;1289287;2025;-26000;10 à 19;2023;2006;20;Benoit Rouly (47 ans, Président de SAS);47;4;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/490685393;https://recherche-entreprises.api.gouv.fr/search?q=490685393
B;4;EXCELLENCE AUTO SERVICES;510917958;81.21Z;PARIS;75015;75;Île-de-France;4 RUE BOUILLOUX-LAFONT 75015 PARIS;1020783;2024;4963;20 à 49;2023;2009;17;Akram Rekik (49 ans, Gérant);49;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/510917958;https://recherche-entreprises.api.gouv.fr/search?q=510917958
B;4;PROCLEAN SERVICES;790162911;81.21Z;VERSAILLES;78000;78;Île-de-France;33 AVENUE DES ETATS UNIS 78000 VERSAILLES;n/d;n/d;n/d;10 à 19;2023;2013;13;Djilali Souarit (58 ans, Président de SAS);58;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/790162911;https://recherche-entreprises.api.gouv.fr/search?q=790162911
B;4;PARIS EST 11EME;812799344;81.21Z;PARIS;75011;75;Île-de-France;108 RUE DU CHEMIN VERT 75011 PARIS;n/d;n/d;n/d;10 à 19;2023;2015;11;"Marie Laure Cros (59 ans, Gérant); Anne-Laure Deniau (32 ans, Gérant)";59;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/812799344;https://recherche-entreprises.api.gouv.fr/search?q=812799344
B;4;ALLIANCE SERVICES (ALLIANCE SERVICES);803862945;81.22Z;BAGNEUX;92220;92;Île-de-France;4 ALLEE DE L'ABBE GREGOIRE 92220 BAGNEUX;n/d;n/d;n/d;10 à 19;2023;2014;12;Patrick Gomis (57 ans, Président de SAS);57;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/803862945;https://recherche-entreprises.api.gouv.fr/search?q=803862945
B;4;SNPP;750004707;81.21Z;COLOMBES;92700;92;Île-de-France;74 RUE DU PDT SALVADOR ALLENDE 92700 COLOMBES;n/d;n/d;n/d;10 à 19;2023;2012;14;Ali Chaouiche (58 ans, Gérant);58;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/750004707;https://recherche-entreprises.api.gouv.fr/search?q=750004707
C;3;RENKO FRANCE;824623896;81.21Z;LES LILAS;93260;93;Île-de-France;91 AVENUE PASTEUR 93260 LES LILAS;2205901;2023;81703;10 à 19;2023;2016;10;El Madani Ihmad (45 ans, Président de SAS);45;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/824623896;https://recherche-entreprises.api.gouv.fr/search?q=824623896
C;3;ALTINETT (OSMOZE);799492129;81.22Z;BIEVRES;91570;91;Île-de-France;PARC BUROSPACE   BAT 9 4 ROUTE DE GISY 91570 BIEVRES;1402678;2025;253249;10 à 19;2023;2013;13;"Eusebio De La Rua Sanjuan (50 ans, Gérant); Bellal Rabhi (48 ans, Gérant)";50;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/799492129;https://recherche-entreprises.api.gouv.fr/search?q=799492129
C;3;HELP NETTOYAGE;381650639;81.21Z;LEVALLOIS-PERRET;92300;92;Île-de-France;148 RUE ARISTIDE BRIAND 92300 LEVALLOIS-PERRET;n/d;n/d;n/d;20 à 49;2023;1990;36;Marie Cecile Rauber (48 ans, Gérant);48;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/381650639;https://recherche-entreprises.api.gouv.fr/search?q=381650639
C;3;JARD-NETT-FARIA;441020898;81.22Z;VAUCRESSON;92420;92;Île-de-France;18 BOULEVARD DE JARDY 92420 VAUCRESSON;n/d;n/d;n/d;20 à 49;2023;2002;24;Laurent Deveau (41 ans, Président de SAS);41;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/441020898;https://recherche-entreprises.api.gouv.fr/search?q=441020898
C;3;PRO NET SERVICES;824533632;81.21Z;AIX-EN-PROVENCE;13100;13;Provence-Alpes-Côte d'Azur;L'EONIS 1ER ETAGE LOT. N 13 115 RUE LOUIS ARMAND 13100 AIX-EN-PROVENCE;n/d;n/d;n/d;10 à 19;2023;2016;10;Didier Jacques Philippe Marmaroli (56 ans, Gérant);56;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/824533632;https://recherche-entreprises.api.gouv.fr/search?q=824533632
C;2;PRO HYGIENE SOLUTION;788616407;81.29A;MONTREUIL;93100;93;Île-de-France;252 RUE DE ROSNY 93100 MONTREUIL;5182779;2025;-673887;20 à 49;2023;2012;14;"Djerano Djennad (54 ans, Gérant); Pierre Vasseur (44 ans, Gérant)";54;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/788616407;https://recherche-entreprises.api.gouv.fr/search?q=788616407
C;2;3D MULTISERVICES;822710075;81.29A;SAINT-OUEN-L'AUMONE;95310;95;Île-de-France;LOT 24 12 RUE DU BOIS DU PONT 95310 SAINT-OUEN-L'AUMONE;987882;2024;591;20 à 49;2023;2016;10;Ludovic Levy (49 ans, Président de SAS);49;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/822710075;https://recherche-entreprises.api.gouv.fr/search?q=822710075
C;2;MAISONSERVICES;820550820;81.21Z;CHAUMONTEL;95270;95;Île-de-France;1 RUE DE LA REPUBLIQUE 95270 CHAUMONTEL;907308;2022;8036;20 à 49;2023;2016;10;Jihane Fahem (46 ans, Président de SAS);46;3;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/820550820;https://recherche-entreprises.api.gouv.fr/search?q=820550820
C;2;DIAS NETTOYAGE;539129478;81.21Z;NEUILLY-SUR-SEINE;92200;92;Île-de-France;22 RUE D'ARMENONVILLE 92200 NEUILLY-SUR-SEINE;896893;2020;14378;20 à 49;2023;2012;14;Jao Paulo Dias Teixeira (52 ans, Gérant);52;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/539129478;https://recherche-entreprises.api.gouv.fr/search?q=539129478
C;2;BLUENET NETTOYAGE ET SERVICES ASSOCIES;539127118;81.21Z;PARIS;75017;75;Île-de-France;22 RUE SAUSSIER-LEROY 75017 PARIS;800872;2024;40728;20 à 49;2023;2011;15;"Aurelie Boileau De Castelnau-Serret (47 ans, Président de SAS); Luis Marques Cardoso (39 ans, Président de SAS)";47;1;ETI;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/539127118;https://recherche-entreprises.api.gouv.fr/search?q=539127118
C;2;PLANETT' (PLANETT);813550613;81.21Z;PARIS;75016;75;Île-de-France;48 RUE DU GENERAL DELESTRAINT 75016 PARIS;n/d;n/d;n/d;20 à 49;2023;2015;11;Rui Ribeiro (50 ans, Président de SAS);50;3;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/813550613;https://recherche-entreprises.api.gouv.fr/search?q=813550613
C;2;FM SERVICES;539802009;81.21Z;THIAIS;94320;94;Île-de-France;40 D 40 RUE DES ORVILLIERS 94320 THIAIS;n/d;n/d;n/d;20 à 49;2023;2012;14;"Fernando Mendes (54 ans, Gérant); Fernando Manuel Mendes (54 ans, Gérant)";54;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/539802009;https://recherche-entreprises.api.gouv.fr/search?q=539802009
