source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
Fusacq;https://www.fusacq.com/vente-entreprise-fabrication-et-montage-de-charpentes-metalliques-et-bardage-cotes-d-armor,87219_fr_;V87219;17/08/2026;Fabrication et montage de charpentes métalliques et bardage;Bâtiment / travaux publics / second œuvre;;Bretagne;3400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-usinage-et-assemblage-de-pieces-de-grande-dimension-franche-comte,86643_fr_;V86643;20/07/2026;Usinage et assemblage de pièces de grande dimension;Industrie / production / fabrication;;Bourgogne-Franche-Comté;3400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-holding-offrant-des-prestations-juridiques-financieres-et-administratives-france,91747_fr_;V91747;;Holding offrant des prestations juridiques, financières et administratives;Conseil / expertise / services administratifs aux entreprises (BPO);;;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fourniture-et-pose-de-menuiseries-haute-loire,91366_fr_;V91366;;Fourniture et pose de menuiseries;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-electricite-generale-vaucluse,91221_fr_;V91221;18/09/2026;Électricité générale;Bâtiment / travaux publics / second œuvre;;Provence-Alpes-Côte d'Azur;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-de-restauration-gironde,90893_fr_;V90893;31/08/2026;Groupe de restauration;Autres / non classé;;Nouvelle-Aquitaine;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-specialiste-de-la-serrurerie-metallerie-landes,90473_fr_;V90473;27/08/2026;Spécialiste de la serrurerie-métallerie;Bâtiment / travaux publics / second œuvre;;Nouvelle-Aquitaine;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-prestataire-a-destination-des-utilities-et-des-bailleurs-sociaux-nord,89603_fr_;V89603;25/08/2026;Prestataire à destination des utilities et des bailleurs sociaux;Autres / non classé;;Hauts-de-France;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conception-fabrication-et-pose-d-escaliers-et-garde-corps-nord-ouest,88381_fr_;V88381;28/07/2026;Conception, fabrication et pose d'escaliers et garde-corps;Industrie / production / fabrication;;;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-construction-et-renovation-de-piscines-gironde,86087_fr_;V86087;14/08/2026;Construction et rénovation de piscines;Bâtiment / travaux publics / second œuvre;;Nouvelle-Aquitaine;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-bureau-d-etudes-techniques-et-equipements-industriels-indre-et-loire,85658_fr_;V85658;21/08/2026;Bureau d'études techniques et équipements industriels;Bureau d'études / ingénierie / diagnostics;;Centre-Val de Loire;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-negoce-et-installation-de-menuiseries-rhone-alpes,85635_fr_;V85635;26/08/2026;Négoce et installation de menuiseries;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fabricant-d-emballages-en-plastique-correze,85630_fr_;V85630;13/07/2026;Fabricant d'emballages en plastique;Négoce / distribution B2B;;Nouvelle-Aquitaine;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-mecanique-generale-de-precision-poitou-charentes,78221_fr_;V78221;10/09/2026;Mécanique générale de précision;Industrie / production / fabrication;;Nouvelle-Aquitaine;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-poids-lourds-vosges,76393_fr_;V76393;16/08/2026;Transport poids lourds;Transport & logistique (commissionnaire, affrètement);;Grand Est;3250000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conception-et-fabrication-de-materiel-medical-rhone,92642_fr_;V92642;;Conception et fabrication de matériel médical;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-centres-de-kinesitherapie-alpes-maritimes,91992_fr_;V91992;;Centres de kinésithérapie;Santé / pharmacie / laboratoire / cabinet médical;;Provence-Alpes-Côte d'Azur;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-grossiste-en-hvac-sanitaire-placement-liege,91126_fr_;V91126;16/09/2026;Grossiste en HVAC - Sanitaire & Placement;Négoce / distribution B2B;;;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-renovation-tous-corps-d-etat-ile-de-france,89330_fr_;V89330;11/08/2026;Rénovation tous corps d'état;Bâtiment / travaux publics / second œuvre;;Île-de-France;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-systemes-de-classement-et-stockages-automatises-france,89160_fr_;V89160;28/07/2026;Systèmes de classement et stockages automatisés;Autres / non classé;;;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-garage-automobile-seine-maritime,86443_fr_;V86443;07/09/2026;Garage automobile;Automobile / 2 roues / nautisme;;Normandie;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-installation-electrique-courants-forts-et-courants-faibles-centre,85703_fr_;V85703;20/07/2026;Installation électrique - courants forts et courants faibles;Bâtiment / travaux publics / second œuvre;;Centre-Val de Loire;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-mecanique-de-precision-tarn,85551_fr_;V85551;17/09/2026;Mécanique de précision;Industrie / production / fabrication;;Occitanie;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-golf-restaurant-et-evenementiel-provence-alpes-cote-d-azur,84445_fr_;V84445;25/08/2026;Golf, restaurant et événementiel;Communication / marketing / édition / imprimerie / PLV;;Provence-Alpes-Côte d'Azur;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-reparation-et-maintenance-en-poids-lourds-rhone-alpes,83973_fr_;V83973;27/07/2026;Réparation et maintenance en poids lourds;Automobile / 2 roues / nautisme;;Auvergne-Rhône-Alpes;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-production-et-distribution-de-charcuteries-et-produits-a-griller-nord-ouest,80638_fr_;V80638;10/08/2026;Production et distribution de charcuteries et produits à griller;Négoce / distribution B2B;;;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-chauffage-ventilation-et-climatisation-liege,78546_fr_;V78546;17/08/2026;Chauffage, ventilation et climatisation;Bâtiment / travaux publics / second œuvre;;;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-vente-de-motocycles-vehicules-thermiques-et-electriques-sud-ouest,76180_fr_;V76180;08/09/2026;Vente de motocycles, véhicules thermiques et électriques;Bureau d'études / ingénierie / diagnostics;;;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-de-materiel-agricole-et-de-motoculture-auvergne,92005_fr_;V92005;;Distribution de matériel agricole et de motoculture;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;3100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-serrurerie-metallerie-et-menuiserie-exterieure-ile-de-france,91927_fr_;V91927;;Serrurerie, métallerie et menuiserie extérieure;Bâtiment / travaux publics / second œuvre;;Île-de-France;3100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-esn-specialisee-en-software-craftsmanship-paris,91789_fr_;V91789;;ESN spécialisée en Software Craftsmanship;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;3100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-usine-de-fabrication-de-produits-textiles-personnalises-cotes-d-armor,91425_fr_;V91425;;Usine de fabrication de produits textiles personnalisés;Industrie / production / fabrication;;Bretagne;3100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fabrication-et-pose-de-mobilier-haute-loire,90958_fr_;V90958;04/09/2026;Fabrication et pose de mobilier;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;3100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-specialise-dans-l-impression-offset-et-numerique-provence-alpes-cote-d-azur,90328_fr_;V90328;01/09/2026;Groupe spécialisé dans l'impression OFFSET et numérique;Services informatiques / ESN / éditeur de logiciel;;Provence-Alpes-Côte d'Azur;3100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-garage-automobile-sous-enseigne-nationale-seine-maritime,88019_fr_;V88019;11/08/2026;Garage automobile sous enseigne nationale;Automobile / 2 roues / nautisme;;Normandie;3100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-boucherie-charcuterie-traiteur-et-epicerie-fine-3-etablissements-loire,83723_fr_;V83723;20/07/2026;Boucherie, charcuterie, traiteur et épicerie fine (3 établissements);HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;3100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-management-de-transition-et-financement-de-l-innovation-rhone-alpes,92564_fr_;V92564;;Management de transition et financement de l'innovation;Autres / non classé;;Auvergne-Rhône-Alpes;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-btob-de-quincaillerie-et-fournitures-industrielles-nord-ouest,92089_fr_;V92089;;Distribution BtoB de quincaillerie et fournitures industrielles;Négoce / distribution B2B;;;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-production-de-pieces-techniques-pour-l-industrie-pays-de-la-loire,92029_fr_;V92029;;Production de pièces techniques pour l'industrie;Industrie / production / fabrication;;;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agence-de-conseil-en-communication-calvados,91843_fr_;V91843;;Agence de conseil en communication;Communication / marketing / édition / imprimerie / PLV;;Normandie;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fabrication-de-materiaux-refractaires-isolants-et-construction-de-briques-bas-carbone-centre,91121_fr_;V91121;14/09/2026;Fabrication de matériaux réfractaires isolants et construction de briques bas carbone;Industrie / production / fabrication;;Centre-Val de Loire;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-de-beton-pret-a-l-emploi-france,91085_fr_;V91085;;Transport de béton prêt à l'emploi;Transport & logistique (commissionnaire, affrètement);;;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-cvc-plomberie-midi-pyrenees,91034_fr_;V91034;;CVC / plomberie;Bâtiment / travaux publics / second œuvre;;Occitanie;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-amenagements-exterieurs-et-de-renovation-loire-atlantique,91029_fr_;V91029;;Aménagements extérieurs et de rénovation;Bâtiment / travaux publics / second œuvre;;;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-plateforme-commerciale-dans-l-univers-btoc-languedoc-roussillon,91020_fr_;V91020;08/07/2026;Plateforme commerciale dans l'univers BtoC;Autres / non classé;;Occitanie;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-acteur-de-reference-en-conception-et-distribution-d-equipements-dedies-au-yoga-et-a-la-meditation-ile-de-france,90968_fr_;V90968;;Acteur de référence en conception et distribution d'équipements dédiés au yoga et à la méditation;Négoce / distribution B2B;;Île-de-France;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-installations-electriques-rhone-alpes,90805_fr_;V90805;31/08/2026;Installations électriques;Autres / non classé;;Auvergne-Rhône-Alpes;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-serrurerie-et-menuiserie-metallique-savoie,90392_fr_;V90392;10/08/2026;Serrurerie et menuiserie métallique;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-negoce-de-fournitures-industrielles-quincaillerie-et-epi-rhone-alpes,90190_fr_;V90190;23/07/2026;Négoce de fournitures industrielles, quincaillerie et EPI;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-travaux-de-second-oeuvre-cloisons-faux-plafonds-et-menuiserie-midi-pyrenees,89905_fr_;V89905;10/09/2026;Travaux de second œuvre : cloisons, faux plafonds et menuiserie;Bâtiment / travaux publics / second œuvre;;Occitanie;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fabrication-et-pose-de-menuiseries-en-aluminium-pays-de-la-loire,89640_fr_;V89640;27/08/2026;Fabrication et pose de menuiseries en aluminium;Bâtiment / travaux publics / second œuvre;;;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-negoce-et-edition-reglementaire-en-ligne-france,89575_fr_;V89575;24/08/2026;Négoce et édition réglementaire en ligne;Communication / marketing / édition / imprimerie / PLV;;;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-automatique-et-snacking-bouches-du-rhone,89276_fr_;V89276;17/08/2026;Distribution automatique et snacking;Négoce / distribution B2B;;Provence-Alpes-Côte d'Azur;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-travaux-d-amenagement-interieur-et-de-platrerie-alsace,87710_fr_;V87710;08/09/2026;Travaux d'aménagement intérieur et de plâtrerie;Bâtiment / travaux publics / second œuvre;;Grand Est;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-negoce-de-produits-siderurgiques-outillages-et-quincaillerie-sud-est,87206_fr_;V87206;24/08/2026;Négoce de produits sidérurgiques, outillages et quincaillerie;Négoce / distribution B2B;;;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-specialiste-de-la-pierre-naturelle-carrelage-piscine-et-salle-de-bains-provence-alpes-cote-d-azur,86594_fr_;V86594;24/08/2026;Spécialiste de la pierre naturelle, carrelage, piscine et salle de bains;HCR / restauration / tourisme / loisirs;;Provence-Alpes-Côte d'Azur;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-location-de-tracteurs-agricoles-fabrication-de-bennes-et-negoce-de-materiel-d-occasion-nord-est,86063_fr_;V86063;07/09/2026;Location de tracteurs agricoles, fabrication de bennes et négoce de matériel d'occasion;Négoce / distribution B2B;;;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conception-et-fabrication-de-produits-techniques-en-caoutchouc-sud-est,83895_fr_;V83895;14/09/2026;Conception et fabrication de produits techniques en caoutchouc;Industrie / production / fabrication;;;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-travaux-de-genie-civil-et-de-maconnerie-b2b-centre,83775_fr_;V83775;19/08/2026;Travaux de génie civil et de maçonnerie - B2B;Bâtiment / travaux publics / second œuvre;;Centre-Val de Loire;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-bureau-de-controle-cee-france,83096_fr_;V83096;14/09/2026;Bureau de contrôle CEE;Énergie / environnement / déchets / recyclage;;;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-construction-et-mise-en-oeuvre-technique-bouches-du-rhone,82528_fr_;V82528;24/08/2026;Construction et mise en œuvre technique;Autres / non classé;;Provence-Alpes-Côte d'Azur;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-mobilite-fabrication-de-deux-roues-sud-ouest,76123_fr_;V76123;17/09/2026;Mobilité : Fabrication de deux roues;Industrie / production / fabrication;;;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-hotel-restaurant-3-etoiles-avec-60-chambres-rhone-alpes,76034_fr_;V76034;10/09/2026;Hôtel-restaurant 3 étoiles avec 60 chambres;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;3000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-garage-automobile-pyrenees-atlantiques,92365_fr_;V92365;;Garage automobile;Automobile / 2 roues / nautisme;;Nouvelle-Aquitaine;2900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-essais-de-performance-des-pneumatiques-et-solutions-d-equipements-associees-puy-de-dome,91962_fr_;V91962;;Essais de performance des pneumatiques et solutions d'équipements associées;Bureau d'études / ingénierie / diagnostics;;Auvergne-Rhône-Alpes;2900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-restauration-du-patrimoine-bati-herault,91593_fr_;V91593;;Restauration du patrimoine bâti;Courtage assurance / intermédiation financière;;Occitanie;2900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-construction-et-renovation-de-batiments-haute-garonne,91322_fr_;V91322;31/08/2026;Construction et rénovation de bâtiments;Bâtiment / travaux publics / second œuvre;;Occitanie;2900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-travaux-de-maconnerie-generale-et-gros-oeuvre-du-batiment-pays-de-la-loire,90099_fr_;V90099;20/07/2026;Travaux de maçonnerie générale et gros œuvre du bâtiment;Bâtiment / travaux publics / second œuvre;;;2900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-de-11-micro-creches-ile-de-france,88648_fr_;V88648;07/09/2026;Groupe de 11 micro-crèches;Services à la personne / santé à domicile;;Île-de-France;2900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-menuiserie-specialisee-dans-l-aluminium-100-btob-sarthe,81112_fr_;V81112;14/09/2026;Menuiserie spécialisée dans l'aluminium - 100% BtoB;Bâtiment / travaux publics / second œuvre;;;2900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-construction-d-un-hotel-lifestyle-sport-bien-etre-hautes-pyrenees,91377_fr_;V91377;;Construction d'un hôtel lifestyle sport & bien-être;HCR / restauration / tourisme / loisirs;;Occitanie;2800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-menuiserie-en-bois-haute-garonne,90446_fr_;V90446;10/08/2026;Menuiserie en bois;Bâtiment / travaux publics / second œuvre;;Occitanie;2800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-travaux-de-charpente-couverture-indre-et-loire,88407_fr_;V88407;07/09/2026;Travaux de charpente / couverture;Bâtiment / travaux publics / second œuvre;;Centre-Val de Loire;2800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-garage-automobile-calvados,86097_fr_;V86097;09/09/2026;Garage automobile;Automobile / 2 roues / nautisme;;Normandie;2800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-cartonnerie-industrielle-et-assemblage-mecanique-vienne,77535_fr_;V77535;06/07/2026;Cartonnerie industrielle et assemblage mécanique;Industrie / production / fabrication;;Nouvelle-Aquitaine;2740000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-bijouterie-horlogerie-sous-enseigne-avec-5-magasins-renoves-morbihan,86513_fr_;V86513;20/07/2026;Bijouterie - horlogerie sous enseigne avec 5 magasins rénovés;Commerce de détail / e-commerce BtoC;;Bretagne;2730000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agence-digitale-responsable-paris,91632_fr_;V91632;;Agence digitale responsable;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;2700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-hotel-restaurant-bar-spa-avec-immobilier-d-exploitation-manche,91543_fr_;V91543;;Hôtel-restaurant, bar, spa avec immobilier d'exploitation;HCR / restauration / tourisme / loisirs;;Normandie;2700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-production-agroalimentaire-bourgogne,91374_fr_;V91374;;Production agroalimentaire;Industrie / production / fabrication;;Bourgogne-Franche-Comté;2700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-installation-de-bornes-et-automates-banques-ile-de-france,91318_fr_;V91318;;Installation de bornes et automates (banques);Autres / non classé;;Île-de-France;2700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-chaudronnerie-et-tuyauterie-charente,90450_fr_;V90450;12/08/2026;Chaudronnerie et tuyauterie;Industrie / production / fabrication;;Nouvelle-Aquitaine;2700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-pepiniere-pays-de-la-loire,90371_fr_;V90371;17/08/2026;Pépinière;Autres / non classé;;;2700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-cvc-plomberie-midi-pyrenees,89846_fr_;V89846;06/07/2026;CVC / plomberie;Bâtiment / travaux publics / second œuvre;;Occitanie;2700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-location-de-materiel-de-transport-avec-chauffeur-aquitaine,86841_fr_;V86841;27/07/2026;Location de matériel de transport avec chauffeur;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;2700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-renovation-energetique-aquitaine,86747_fr_;V86747;28/07/2026;Rénovation énergétique;Bâtiment / travaux publics / second œuvre;;Nouvelle-Aquitaine;2700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-poids-lourds-mayenne,86734_fr_;V86734;30/07/2026;Transport poids lourds;Transport & logistique (commissionnaire, affrètement);;;2700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-motoculture-de-plaisance-poitou-charentes,82951_fr_;V82951;16/09/2026;Motoculture de plaisance;Autres / non classé;;Nouvelle-Aquitaine;2700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-traiteur-haut-de-gamme-rhone,92339_fr_;V92339;;Traiteur haut de gamme;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-travaux-de-maconnerie-et-de-renovation-paris,91662_fr_;V91662;;Travaux de maçonnerie et de rénovation;Bâtiment / travaux publics / second œuvre;;Île-de-France;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fabrication-et-pose-de-tous-ouvrages-de-metallerie-essonne,91646_fr_;V91646;;Fabrication et pose de tous ouvrages de métallerie;Bâtiment / travaux publics / second œuvre;;Île-de-France;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-location-de-materiel-tp-avec-chauffeur-loire-atlantique,91064_fr_;V91064;;Location de matériel TP avec chauffeur;Négoce / distribution B2B;;;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-decolletage-et-usinage-bretagne,90216_fr_;V90216;24/07/2026;Décolletage et usinage;Industrie / production / fabrication;;Bretagne;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
