source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18509;N°18509;;Distribution en papèterie, fournitures scolaires et matériel de bureau;Négoce / distribution B2B;4665Z - Commerce de gros (commerce interentreprises) de mobilier de bureau;Centre-Val de Loire;1074000;;;400000;Retraite;;;Vente d'un fond de commerce d'une unité faisant partie d'une Chaine de magasins discount proposant , papeterie, fourniture et mobilier de bureau et matériel informatique
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18505;N°18505;;Distribution exclusive équipements recyclage B to B.;Négoce / distribution B2B;3319Z - Réparation et installation de machines et d'équipements;Normandie;1700000;;;500000;Recherche de partenariat;;;Entreprise familiale danoise depuis 1992, Mil-tek livre des machines via un réseau de distributeurs exclusifs. Ces équipements procurent des avantages financiers, environnementaux et ergonomiques sur la gestion des flux de déchets. Mil-tek cherche des distributeurs exclusifs régionaux. Dans le cadre du développement de la concession Mil-Tek Ouest, basée sur l'Ouest de la France depuis 20 ans, Nous
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18502;N°18502;;Blanchisserie industrielle;Propreté / nettoyage / multiservices;9601B - blanchisserie et teinture;Île-de-France;3700000;;;1700000;Retraite;;;Belle affaire de blanchisserie industrielle, clientèle diversifiée récurrente, important potentiel de croissance supporté par un parc machines suffisant, équipe stable. Cession des murs possible également. Accompagnement par le cédant.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18481;N°18481;;Négoce de machines de type broyeurs;Communication / marketing / édition / imprimerie / PLV;4614Z - Intermédiaires du commerce en machines, équipements industriels, navires et avions;Île-de-France;510000;;;360000;Raison Familiale/Personnelle;;;Cession d'une branche d'activité d'une société créée en 2002 spécialisée dans la céramique (gardée par le cédant) et le négoce et la maintenance de broyeurs/laminoirs pour industries de process. Le cédant, représentant exclusif de fait en France d’un fabricant allemand reconnu (partenariat solide) réalise un chiffre d'affaires de l'ordre de 500 k€ dont la branche cédée représente 90 à 95% et se ré
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18477;N°18477;;Cabinet de Recrutement et de Travail Temporaire;Recrutement / intérim / RH / paie;7810Z - Activités liées à l'emploi;Centre-Val de Loire;2000000;;;500000;Autres activités en parallèle;;;Société indépendante avec 3 agences, adossée à un réseau de Franchise national (enseigne TEMPORIS) offrant un concept ayant fait ses preuves, du soutien opérationnel au quotidien, des outils performants et une notoriété nationale. Agence saine avec une forte implantation locale depuis 2008 sur le département du Cher (18) ET un fort potentiel de développement (Potentiel de + de 5 M€ de CA déjà réal
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18439;N°18439;;Société semencière : production et distribution de semences à l’export;Négoce / distribution B2B;4621Z - Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;;1120808;;;1345000;Retraite;;;Société semencière, production, conditionnement et distribution de semences potagères à l'export en zone tropicale.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18433;N°18433;;Société spécialisée dans le négoce de fournitures industrielles;Communication / marketing / édition / imprimerie / PLV;4676Z - Commerce de gros (commerce interentreprises) d'autres produits intermédiaires;Auvergne-Rhône-Alpes;1273000;;;425000;Retraite;;;Cession de 100% des titres d'une société de négoce industriel. L'entreprise a été créée en 1991 par l'actuel dirigeant . La société commercialise des élctrovannes et des pompes sur le marché français auprès d'une clientèle industrielle. Les composants sont fabriqués en Italie auprès de 3 fournisseurs. Une seconde actvité complète le chiffre d'affaires et porte sur diverses fournitures pour le sect
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18427;N°18427;;Cabinet de recrutement et d'assessment;Recrutement / intérim / RH / paie;"7022Z - Activités des sièges sociaux ; conseil de gestion";Bretagne;1471608;;;900000;Retraite;;;Créé dans les années 2000, ce cabinet de recrutement et d’assessment a trouvé rapidement sa place sur le marché. Il bénéficie d’une belle fidélité de clients industriels dans l’environnement des Produits de grande consommation et du « b to b », d’une notoriété forte sur son créneau et dispose d’une base de données conséquente. Il accompagne certains clients depuis plus de 15 ans et a prouvé sa cap
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18421;N°18421;;vente matériel de ventilation;Négoce / distribution B2B;4669C - Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services;Provence-Alpes-Côte d'Azur;550000;;;280000;Retraite;;;Entreprise de distribution spécialisée dans la vente et l'installation de matériel de ventilation industrielle pour les activitées de Restauration Agro-Alimentaire et petites industries . Produits professionnels. Distributeur agréé
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18418;N°18418;;Société de Média & Journalisme;Communication / marketing / édition / imprimerie / PLV;5819Z - Édition;Pays de la Loire;248473;;;330000;Retraite;;;Ste de Média & Journalisme, créatrice d'un concept médiatique de territoire basé sur le journalisme de solutions. La société est organisée autour de prestataires indépendants offrant une grande flexibilité, selon un modèle éprouvé depuis 2017 La marque dispose d'une notoriété unanime, avec une diffusion d'un produit print local en BAL, des abonnés sur les réseaux sociaux, ainsi qu'une communauté d
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18412;N°18412;;Fonds de commerce - vente et installation d’équipements de cuisine pro;Négoce / distribution B2B;3319Z - Réparation et installation de machines et d'équipements;Occitanie;2065000;;;950000;Autres activités en parallèle;;;- un point de vente de produits et consommables à destination des métiers de bouche et du CHR. Ce point de vente représente 10% de l’activité avec un flux quotidien de clients. - vente et installation d’équipements de cuisine professionnelle et d’équipements frigorifiques associés, représente 65% - Maintenance et dépannage des équipements de cuisine professionnelle et de froid commercial, cette ac
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18408;N°18408;;Distributeur et installateur de poêles à bois et poêles à granulés;Négoce / distribution B2B;7490B - Autres activités spécialisées, scientifiques et techniques;Île-de-France;1500000;;;560000;Réalisation patrimoniale;;;Société créée par le cédant il y a une vingtaine d'années, rentable historiquement avec une forte notoriété sur les Yvelines. Travaille avec les marques les plus prestigieuses : - en matière de poêles à granulés : MCZ, JOLLYMEC - en matière de poêles à bois : CHARMWOOD et BARBAS Les 2 showrooms de Jouars et Mantes permettent d'accueillir une clientèle de particuliers (B2C) et de professionnels. Po
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18406;N°18406;;Distributeur et installateur de poêles à bois, cheminées et inserts;Négoce / distribution B2B;7490B - Autres activités spécialisées, scientifiques et techniques;Île-de-France;1151000;;;485000;Réalisation patrimoniale;;;Société rentable avec une forte notoriété sur les Yvelines. Travaille avec les marques les plus prestigieuses en matière d'équipements de cheminées et poêles : Kal-Fire, STUV, Becafire... Le showroom permet d'accueillir une clientèle de particuliers (B2C) et de professionnels. Possède le label RGE Qualibois N° QB62573 Le cédant souhaite que la société soit vendue conjointement avec société sœur ,c
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18399;N°18399;;Société de conseil sur les politiques publiques environnementales;Bureau d'études / ingénierie / diagnostics;"7112B - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Île-de-France;331753;;;150000;Retraite;;;Société de conseil spécialiste de l’environnement et du développement durable, Ecodécision réalise des études socio-économiques d’aide à la décision pour l’aménagement des territoires. Intervenant depuis plus de 25 ans dans le domaine de l’eau, nous avons progressivement développé des compétences dans d’autres domaines comme l’agriculture, le tourisme et les activités de pleine nature
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18375;N°18375;;Distribution et pose de revêtement de sol depuis 1959;Négoce / distribution B2B;4333Z - Travaux de revêtement des sols et des murs;Auvergne-Rhône-Alpes;1450000;;;850000;Raison Familiale/Personnelle;;;Affaire présentée par un intermédiaire Dossier complet en pièce jointe *création de le société 1959 Distribution et pose de revêtement de sol Parquet Moquette PVC Etanchéité 100% sst
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18372;N°18372;;Organisme de formation et de coaching;Formation professionnelle / organisme de formation;7810Z - Activités liées à l'emploi;Provence-Alpes-Côte d'Azur;560000;;;220000;Retraite;;;Organisme de formation et de coaching diffusant une offre de formation multidisciplinaire et personnalisée à destination de salariés de grands comptes et de PME et bénéficiant du support d’une enseigne nationale. Le centre fait appel à une équipe de formateurs indépendants et professionnels dans leurs domaines respectifs. Clientèle diversifiée. Certifications (Qualiopi) et habilitations reconnues.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18368;N°18368;;Transport - déménagement et autres prestations;Transport & logistique (commissionnaire, affrètement);4941A - Transports terrestres et transport par conduites;Bretagne;578000;;;260000;Problème de santé;;;Entreprise historiquement orientée vers le déménagement et le transport de mobiliers, qui a diversifié son offre pour répondre à des demandes de clients majeurs en BtoB . La clientèle est ainsi aujourd'hui pour les deux tiers de l'activité exclusivement en BtoB . Trois activités distinctes caractérisent l'affaire, le déménagement-transport, la livraison de cuisines, la livraison et pose de mobilie
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18353;N°18353;;Nouvel associé Cabinet M&A Agro alimentaire;Conseil / expertise / services administratifs aux entreprises (BPO);"7022Z - Activités des sièges sociaux ; conseil de gestion";Île-de-France;1000000;;;;Création Nouvelle Implantation;;;Cabinet de conseils en cessions et acquisitions d’entreprises (PME) spécialisé sur le secteur agro-alimentaire recherche un nouvel associé pour développer l’activité. Notre cabinet exerce son activité depuis une vingtaine d'années, et travaille un portefeuille diversifié de clients de l'industrie, du négoce et de la distribution spécialisée. Bonne connaissance du milieu agro-alimentaire souhaitée.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18350;N°18350;;Garde d’enfants à domicile – Gard / Vaucluse;Services informatiques / ESN / éditeur de logiciel;8810A - Action sociale sans hébergement;Occitanie;328475;;;170000;Retraite;;;Entreprise de services à la personne spécialisée exclusivement dans la garde d’enfants à domicile, implantée depuis plusieurs années dans le Gard. Membre d’une franchise nationale à taille humaine, elle bénéficie d’un accompagnement de proximité, d’une notoriété solide et d’une clientèle fidèle. L’entreprise dispose d’une équipe encadrée et stable, d’outils de gestion performants, et présente un f
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18339;N°18339;;Alarmes - Vidéosurveillance : vente, installation et maintenance;Sécurité / surveillance / télésurveillance;43 - Travaux de construction spécialisés;Grand Est;250000;;;100000;Changement de vie;;;Vend le fond de commerce de l’Entreprise (code APE 4321 A) qui a 30 ans d’activité dans alarme et vidéo surveillance Elle intervient pour 40% chez les particuliers et pour 60% chez les professionnels: mairie, garage auto, agriculteur, commerces à risque... un fichier d'environ 1500 clients actifs. Une activité de vente, installation, maintenance et renouvellement d’un matériel qui évolue rapidemen
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18337;N°18337;;Bureau d'étude technique et ingénierie;Bureau d'études / ingénierie / diagnostics;"7112B - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Auvergne-Rhône-Alpes;546279;;;350000;Retraite;;;Bureau d'études techniques et d'Ingénierie qui intervient dans 4 secteurs d'activités : 1) Topographie / Métré 2) BET / Maîtrise d'Ouvre VRD et Assainissement 3) Assistance à Maîtrise d'Ouvrage suivi de travaux 4) Ordonnancement, Pilotage et Coordination Le marché est régional, les donneurs d'ordres sont majoritairement des collectivités locales (60% de l'activité) ou des entreprises en sous trait
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18329;N°18329;;Entreprise de Déménagement et de garde Meubles situé en France Comté;Transport & logistique (commissionnaire, affrètement);4941A - Transports terrestres et transport par conduites;Bourgogne-Franche-Comté;1360000;;;500000;Retraite;;;Clientèle majoritairement locale de particulier et quelques professionnels
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18326;N°18326;;Distribution / installation d’agencements intérieurs dans le Finistère;Négoce / distribution B2B;4759A - Commerce de détail de meubles;Bretagne;804213;;;350000;Retraite;;;Entreprise artisanale dans le Finistère, adhérente de la Fédération Française du Bâtiment, spécialisée dans l'amélioration de l'habitât en Bretagne grâce à la distribution et l'installation d'agencements d'intérieur.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18308;N°18308;;Fabrication d'emballages fruits et légumes;Négoce / distribution B2B;1624Z - Fabrication d'emballages en bois;Occitanie;1800000;;;1500000;Retraite;;;Fabrication et vente d'emballages en bois et en carton pour fruits et légumes. Clientèle régionale de professionnels producteurs et grossistes
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18264;N°18264;;Agence évenementielle;Communication / marketing / édition / imprimerie / PLV;7911Z - Activités des agences de voyage, voyagistes, services de réservation et activités connexes;Occitanie;4117188;;;680000;Recherche de partenariat;;;Agence spécialisée dans la conception, la création et la réalisation de tout événements qui forge la vie des entreprises : réunions digitales, convention, logistique congrès, voyages d'affaires… la société appartient à une autre société qui elle est à céder (N° Affaire : 18263) Les 2 structures réalisent un CA de 4 117 188 € Le prix de cession de l'ensemble des 2 structures est de 680 k€ l
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18263;N°18263;;Agence de tourisme d'affaires et Evénementiel;Communication / marketing / édition / imprimerie / PLV;7911Z - Activités des agences de voyage, voyagistes, services de réservation et activités connexes;Occitanie;4117188;;;680000;Recherche de partenariat;;;Agence de Tourisme d'affaires et événementiel spécialisée dans la conception et la production de voyage et de tourisme d'affaires ( transport , hébergement , restauration ....) 30 années d'expérience cette société vient en appui d'une société événementielle qui lui appartient (18264) Les 2 structures réalisent un CA de 4 117 188 € Le prix de cession de l'ensemble des 2 structures est de 680 k€
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18258;N°18258;;Service à la personne - Gardiennage d'enfants à domicile;Sécurité / surveillance / télésurveillance;9609Z - Autres services personnels;Bourgogne-Franche-Comté;360000;;;110000;Changement de vie;;;Entreprise franchisé de service à la personne spécialisée dans la garde d'enfants à domicile bien implantée dans son département en Bourgogne à potentiel de développement.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18216;N°18216;;PME dans le Nautisme : activité négoce moteurs et pièces;Négoce / distribution B2B;4663Z - Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil;Provence-Alpes-Côte d'Azur;538170;;;720000;Autres activités en parallèle;;;"Créé en 2011, ""le groupe"" est spécialisé dans la plaisance, avec deux sociétés (Cf. affaire 18214 : le montant de cession indiqué concerne ces 2 sociétés) : - l'une pour la distribution de moteurs & de pièces détachées, - la seconde orientée sur la prestation de services (Cf. dossier lié). Ce positionnement est un véritable atout avec : - une offre globale de moteurs marins et de services adaptés "
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18209;N°18209;;Entreprise de transport de personnes handicapés;Transport & logistique (commissionnaire, affrètement);4941A - Transports terrestres et transport par conduites;Nouvelle-Aquitaine;1454000;;;780000;Autres activités en parallèle;;;Entreprise de transport de personnes handicapés, leader sur les établissements spécialisés pour enfants dans 4 départements du sud-ouest – prestations qualitatives - clientèle fidélisée - marchés reconductibles. Bonne rentabilité et notoriété, parc de véhicules récents, fort potentiel de développement. Accompagnement par le cédant, transmission cause retraite.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18176;N°18176;;Entreprise de cartographie et de numérisation 3D;Propreté / nettoyage / multiservices;"7112B - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Bourgogne-Franche-Comté;440000;;;600000;Autres activités en parallèle;;;Entreprise de cartographie par drone de création récente qui évolue au plan national.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18152;N°18152;;Services de maintenance et installations thermiques BtoB;Bureau d'études / ingénierie / diagnostics;4322B - Travaux d'installation d'équipements thermiques et de climatisation;Auvergne-Rhône-Alpes;365000;;;268000;Retraite;;;L'entreprise propose des services thermiques aux entreprises tertiaires et aux industriels de la région Rhône Alpes. Elle intervient dans les domaines suivants pour les équipements de chauffage et climatisation : - Maintenance Préventive et curative via des contrats de maintenance annuels. - Interventions de dépannage sur demande. - Remplacement de matériels quand le dépannage ou la maintenance ne
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18144;N°18144;;Négoce matériel agricole neuf et occasion : vente et entretien;Communication / marketing / édition / imprimerie / PLV;4614Z - Intermédiaires du commerce en machines, équipements industriels, navires et avions;Bourgogne-Franche-Comté;2500000;;;800000;Retraite;;;Négoce matériels agricoles neufs et occasions situé en Bourgogne sud, agent de marques reconnues : tracteurs et accessoires tractés. Très bel implantation (locaux et zones de stockage) et SAV reconnu.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18119;N°18119;;Entreprise de matériels vinicoles;Négoce / distribution B2B;3319Z - Réparation et installation de machines et d'équipements;Grand Est;2850000;;;1980000;Raison Familiale/Personnelle;;;Belle entreprise du secteur matériel et consommable vinicoles. Au fil des années, elle a su se forger une excellente notoriété auprès d'une clientèle très large et fidèle, assurant une part de C.A. récurrente d'environ 30 %. Elle est fort appréciée pour la qualité de ses produits mais également pour son service très performant et sa réactivité. Excellent emplacement géographique de son bâtiment d'
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18100;N°18100;;Evénement presse et digital;Services informatiques / ESN / éditeur de logiciel;6399Z - Services d'information;Hauts-de-France;860000;;;650000;Retraite;;;La SAS Éditions SORTIR, acteur historique dans l'édition culturelle régionale depuis plus de 20 ans, cherche un repreneur stratégique pour accélérer sa transition digitale. Présente dans 11 régions (dont la Wallonie), elle combine audience fidèle, modèle économique stable et potentiel numérique inexploité. Forte d'un nouveau site intelligent lancé en 2024, elle est prête à ouvrir un nouveau cycle 
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18089;N°18089;;Cabinet d'intérim et recrutement spécialisé;Recrutement / intérim / RH / paie;7810Z - Activités liées à l'emploi;Île-de-France;688000;;;600000;Changement de vie;;;Agence d’intérim et de placement CDD / CDI en franchise , Saine avec un fort potentiel de développement, implantée localement dans une zone vaste et dynamique. Base clients fidèles et équipes stables et autonomes. Franchise offrant un concept ayant fait ses preuves, du soutien opérationnel au quotidien, des outils performants et une notoriété nationale. Possibilité d’acheter les murs en plus.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18029;N°18029;;Vente et installation de vérandas et pergolas en Gironde;Négoce / distribution B2B;4329A - Travaux d'isolation;Nouvelle-Aquitaine;1459265;;;430000;Retraite;;;La société a été créée en 2014. Aujourd'hui à l'âge de la retraite, les créateurs veulent vendre. En 11 ans d'existence l'entreprise a acquis une excellente réputation. Forte d'une équipe de 5 personnes, installée dans des locaux adaptés , visible depuis un axe passant, la qualité de son travail est reconnue par sa clientèle de particuliers. Le développement de la société a toujours été harmonieux
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=17995;N°17995;;Entreprise 2 vente et location matériel de forage + réparation;Négoce / distribution B2B;4663Z - Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil;Occitanie;1984590;;;;Autres activités en parallèle;;;La société assure la vente de matériels, d’outillages et de pièces détachées, la location de matériels de forage et d’injection destinés aux entreprises du BTP et des fondations spéciale Cession du Fonds de commerce + stock Le cédant possède 2 entreprises qui font le même métier sur 2 départements différents ( l'autre affaire est la N° 17994) Idéalement il faudrait reprendre les 2 entités même si 
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=17994;N°17994;;Entreprise 1 vente location matériel de forage + réparation;Négoce / distribution B2B;4663Z - Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil;Provence-Alpes-Côte d'Azur;1398912;;;;Retraite;;;L'entreprise assure la vente de matériels, d’outillages et de pièces détachées, la location de matériels de forage et d’injection destinés aux entreprises du BTP et des fondations spéciale Cession du Fonds de commerce + stock Le cédant est aussi propriétaire d'une 2eme entreprise ( même métier) sur un autre site Idéalement, il faudrait reprendre les 2 entreprises ( l'autre entreprise est l'affaire
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=17986;N°17986;;Reprise d'une société - Maintenance thermique et frigorifique;Bureau d'études / ingénierie / diagnostics;4322B - Travaux d'installation d'équipements thermiques et de climatisation;Occitanie;1500000;;;750000;Autres activités en parallèle;;;Nous vous proposons une belle opportunité de reprise d’une société implantée en région Occitanie, spécialisée dans la maintenance thermique et frigorifique, ainsi que la rénovation de chaufferies. Forte de plus de 20 ans d’expérience, cette entreprise de taille intermédiaire génère un chiffre d’affaires de 1,5 million d'euros et affiche une rentabilité solide L’entreprise opère principalement sur 
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=17968;N°17968;;Entreprise de signalétique à potentiel de développement;Communication / marketing / édition / imprimerie / PLV;1812Z - Imprimerie et reproduction d'enregistrements;Auvergne-Rhône-Alpes;460000;;;350000;Retraite;;;Spécialisée dans l'enseigne et la signalétique, cette entreprise coconçoit, fabrique et pose les ouvrages de communication extérieure. Ses clients sont des entreprise et des acteurs sociaux économiques du territoire. Son CA est volontairement limité par décision du cédant. Cette entreprise offre des perspectives de développement fortes de par sa notoriété et le potentiel du marché local. Un techni
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=17955;N°17955;;Société de Commerce de gros, fournitures bureau, scolaires.;Négoce / distribution B2B;4690Z - Commerce de gros (commerce interentreprises) non spécialisé;Hauts-de-France;3700000;;;900000;Retraite;;;Cette entreprise, possédant une forte notoriété, est adhérente au réseau de distributeurs ALKOR. Développant un CA (3,7 M€) en activité exclusivement B to B, elle rayonne sur les régions Hauts de France et Normandie. Leader sur son secteur géographique de la distribution en fournitures scolaires, elle est également fortement implantée dans la distribution de fournitures et mobiliers aux entreprise
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=17939;N°17939;;Menuiserie spécialisée bois & restauration du patrimoine;Courtage assurance / intermédiation financière;1623Z - Fabrication de charpentes et d'autres menuiseries;Pays de la Loire;725000;;;325000;Retraite;;;Cède 100% des titres d'une société de menuiserie spécialisée 100% bois et restauration du patrimoine. L'activité a progressé de 20% entre 2021 et 2023 et reste stable sur 2024. Le résultat net ( 3 à 5% du CA) reste stable sur les 4 dernières années. Situation financière saine. Les points forts résident: - dans la capacité de l'entreprise à reconstituer en 2023/2024 son niveau de marge brute sur ma
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=17930;N°17930;;Confection textile et négoce de vêtements techniques;Négoce / distribution B2B;1419Z - Industrie de l'habillement;Auvergne-Rhône-Alpes;1220000;;;300000;Retraite;;;Entreprise familiale de confection et de négoce de vêtements techniques, installée sur un marché de niche et possédant un savoir-faire différenciant. L'activité commerciale s'appuie sur un processus d'appels d'offres publics diversifiés et sur la récurrence de la clientèle privée. Soutenu par des fournisseurs de matières premières technique et labélisées, elle s'appuie sur des partenaires sous-tra
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=17729;N°17729;;Entreprise de Négoce de pièces détachées pour matériel agricole;Négoce / distribution B2B;4661Z - Commerce de gros (commerce interentreprises) de matériel agricole;Occitanie;2727753;;;1400000;Retraite;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=17453;N°17453;;Distribution matériel de bureau / bureautique;Services informatiques / ESN / éditeur de logiciel;4741Z - Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;Occitanie;820000;;;150000;Autres activités en parallèle;;;Une enseigne à reprendre à proximité de Montpellier en stagnation qui ne demande qu'à se développer... : une franchise nationale réputée, un aménagement intérieur type identifiable, une collection de produits bien définie, des process informatiques, techniques, communication et de management de gestion rodés. Le magasin est connu pour satisfaire des besoins usuel des professionnels et particuliers
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=17450;N°17450;;Bureau d'étude spécialisé dans les calculs de structure et les calculs parasismiques;Bureau d'études / ingénierie / diagnostics;"7112B - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Occitanie;533567;;;600000;Retraite;;;Bureau d'études spécialisé dans les structures. Clientèle de maîtres d'ouvrage publics et privés, d'architectes et entreprises à l'échellle régionale. Clientèle de commerces, entreprises, agriculteurs pour les diagnostics structure préalables à l'installation de panneaux photovoltaïques à l'échelle régionale. Clientèle de pavillonneurs et promoteurs pour les calculs parasismiques à l'échelle natio
Fusacq;https://www.fusacq.com/vente-entreprise-fabricant-et-distributeur-de-complements-alimentaires-naturels-loire,92570_fr_;V92570;;Fabricant et distributeur de compléments alimentaires naturels;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;5000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-adaptation-et-maintenance-de-machines-speciales-rhone-alpes,91358_fr_;V91358;;Distribution, adaptation et maintenance de machines spéciales;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;5000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-cabinets-d-ophtalmologie-france,90624_fr_;V90624;31/08/2026;Cabinets d'ophtalmologie;Conseil / expertise / services administratifs aux entreprises (BPO);;;5000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-data-marketing-digital-provence-alpes-cote-d-azur,90248_fr_;V90248;07/09/2026;Groupe data & marketing digital;Services informatiques / ESN / éditeur de logiciel;;Provence-Alpes-Côte d'Azur;5000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conception-et-vente-d-outils-coupants-industriels-et-de-materiels-de-controles-associes-rhone,83109_fr_;V83109;10/08/2026;Conception et vente d'outils coupants industriels et de matériels de contrôles associés;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;5000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fournitures-et-equipements-pour-le-chr-bourgogne,87653_fr_;V87653;07/09/2026;Fournitures et équipements pour le CHR;Négoce / distribution B2B;;Bourgogne-Franche-Comté;4900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distributeur-d-articles-pour-l-art-de-la-table-et-d-instruments-de-cuisines-nord-est,82490_fr_;V82490;19/08/2026;Distributeur d'articles pour l'art de la table et d'instruments de cuisines;Négoce / distribution B2B;;;4900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-carrieres-d-extraction-de-pierre-taille-de-pierre-negoce-et-pose-midi-pyrenees,72946_fr_;V72946;12/08/2026;Carrières d'extraction de pierre, taille de pierre : négoce et pose;Négoce / distribution B2B;;Occitanie;4900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-vente-et-installation-de-materiel-de-boulangerie-rhone-alpes,92548_fr_;V92548;;Vente et installation de matériel de boulangerie;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;4800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-d-electromenager-et-de-multimedia-haute-savoie,92395_fr_;V92395;;Distribution d'électroménager et de multimédia;Communication / marketing / édition / imprimerie / PLV;;Auvergne-Rhône-Alpes;4800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agence-media-locale-pour-annonceurs-professionnels-ile-de-france,91084_fr_;V91084;15/09/2026;Agence média locale pour annonceurs professionnels;Communication / marketing / édition / imprimerie / PLV;;Île-de-France;4600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
